	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX5605060	10002669	1862132	264119	3913507	0	0	0	0	3764	0	0	0	0	3808776	136643	13728	18.616351295839134	10002669.0	6089162.0	60.88	3913507.0	39.12	SRX5605060_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10002669.0	0.0	20-100	56.0	50.08500790100703	98.57300386526836	pass	pass		pass	fail	fail	pass	warn	warn	fail	pass	10007020	3541746	10007020	1000702000	1204096	987232818	1.3459733267246392			0.7101	0.0641	0.2258
SRX581833	58206949	871236	56373384	380873	0	0	0	0	0	0	0	0	0	534395	45868	1193	1.4967903574537125	58206949.0	57826076.0	99.35	380873.0	0.65	SRX581833_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58206949.0	0.0	20-101	57.0	4.484189195731509	95.53228165248792	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	60480410	17402307	60480410	6108521410	375706346	5614285043	8.09093287601328	0.0019	0.9852	0.0129		
SRX6720464	22963115	445790	129	22517196	0	0	0	0	0	0	0	0	0	0	0	0	1.9413306948991893	22963115.0	445919.0	1.94	22517196.0	98.06	SRX6720464_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22963115.0	0.0	20-50	52.0	16.470069649234773	49.529704571875385	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22963478	7858116	22963478	1148173900	241258	1137359466	0.941881190645424	0.5133	0.4867	0.0		
SRX6720465	22971795	313486	305	22658004	0	0	0	0	0	0	0	0	0	0	0	0	1.3646560923950437	22971795.0	313791.0	1.37	22658004.0	98.63	SRX6720465_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22971795.0	0.0	20-50	51.0	16.27869936139539	49.52937012540814	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22972176	7865323	22972176	1148608800	236774	1137781456	0.9426485327293332	0.5136	0.4864	0.0		
SRX6720466	23029250	1167196	330	21861724	0	0	0	0	0	0	0	0	0	0	0	0	5.068319636983403	23029250.0	1167526.0	5.07	21861724.0	94.93	SRX6720466_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23029250.0	0.0	20-50	53.0	14.827558960082648	49.53280198009054	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	23029493	7880441	23029493	1151474650	255741	1140705247	0.9352705246268341	0.5109	0.4891	0.0		
SRX6720467	22983583	379787	54	22603740	0	0	0	0	0	0	0	0	0	2	0	0	1.6524272999557987	22983583.0	379843.0	1.65	22603740.0	98.35	SRX6720467_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22983583.0	0.0	20-50	52.0	16.613868977561395	49.59211194355554	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22983924	6877325	22983924	1149196200	241427	1139807500	0.8169797289618604	0.5111	0.4889	0.0		
SRX6720468	22982396	1104676	391	21877329	0	0	0	0	0	0	0	0	0	0	0	0	4.806618074112029	22982396.0	1105067.0	4.81	21877329.0	95.19	SRX6720468_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22982396.0	0.0	20-50	53.0	14.644996722130589	49.598651376470926	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22983369	6766592	22983369	1149168450	264639	1139901202	0.8064307717463005	0.5122	0.4878	0.0		
SRX6720469	23027901	1166801	285	21860815	0	0	0	0	0	0	0	0	0	0	0	0	5.066901234289657	23027901.0	1167086.0	5.07	21860815.0	94.93	SRX6720469_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23027901.0	0.0	20-50	53.0	14.8750239022709	49.59981376504962	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	23028242	6765079	23028242	1151412100	259508	1142182545	0.8015857224359549	0.4972	0.5028	0.0		
SRX6810002	11773541	6003494	74395	898260	0	0	0	0	1811	0	0	0	0	4433582	346333	15666	50.991405219551204	11773541.0	10875281.0	92.37	898260.0	7.63	SRX6810002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11773541.0	0.0	20-150	63.0	18.35529690159533	147.22975466769086	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	11775287	3174719	11775287	1766293050	21329938	1739064457	1.541567125568433			0.518	0.0149	0.4671
SRX6810003	12170085	6770460	96535	1021521	0	0	0	0	3512	0	0	0	0	3855631	400741	21685	55.63198613649782	12170085.0	11148564.0	91.61	1021521.0	8.39	SRX6810003_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12170085.0	0.0	20-150	64.0	18.850397023268453	149.0127423925141	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	12171774	3234343	12171774	1825766100	26120023	1793891917	1.745797722939428			0.5403	0.0165	0.4432
SRX6810004	11229850	6284717	62220	875295	0	0	0	0	3730	0	0	0	0	3627265	355218	21405	55.964389551062574	11229850.0	10354555.0	92.21	875295.0	7.79	SRX6810004_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11229850.0	0.0	20-150	64.0	18.317969831640887	149.0137758741212	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11231512	2996412	11231512	1684726800	20701704	1658545196	1.5540563609482558			0.5408	0.0157	0.4435
SRX6810005	10023315	5928239	21808	938105	0	0	0	0	4644	0	0	0	0	2780253	328853	21413	59.14449461081489	10023315.0	9085210.0	90.64	938105.0	9.36	SRX6810005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10023315.0	0.0	18-150	64.0	21.758685866853696	148.79241189167456	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10025216	3002710	10025216	1503782400	2618132	1496959808	0.4536954282747291			0.5797	0.0223	0.39799999999999996
SRX6810006	9934022	5868987	284236	689592	0	0	0	0	5659	0	0	0	0	2744556	317461	23531	59.07966581914154	9934022.0	9244430.0	93.06	689592.0	6.94	SRX6810006_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9934022.0	0.0	20-150	64.0	21.05920010756411	148.99186734235138	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	9935482	2155021	9935482	1490322300	2704307	1484138867	0.4149057556207809			0.5693	0.0217	0.409
SRX6810007	11301983	6891758	36904	929927	0	0	0	0	3750	0	0	0	0	3045266	373068	21310	60.978307965956056	11301983.0	10372056.0	91.77	929927.0	8.23	SRX6810007_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11301983.0	0.0	18-150	63.0	21.174870753490623	146.70909007737845	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	11304447	4811137	11304447	1695667050	22286582	1665636183	1.7710355933377369			0.6073	0.0227	0.3701
SRX6845141	16142864	1364571	13750595	215562	0	0	0	0	0	0	0	0	0	758138	52260	1738	8.453091099571921	16142864.0	15927302.0	98.66	215562.0	1.34	SRX6845141_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16142864.0	0.0	20-50	59.0	8.177444395732056	49.67596059782205	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16146107	3692638	16146107	807305350	498989	801926176	0.6663121952554879	0.009000000000000001	0.9278	0.0633		
SRX6845142	14208871	1408729	11747610	187503	0	0	0	0	0	0	0	0	0	810194	53043	1792	9.914433032715973	14208871.0	14021368.0	98.68	187503.0	1.32	SRX6845142_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14208871.0	0.0	20-50	59.0	9.294330135046335	49.68075084924059	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14211312	3219529	14211312	710565600	433491	705916906	0.654224465693245	0.0105	0.9159999999999999	0.0735		
SRX6845143	17112389	1479572	14661787	229031	0	0	0	0	0	0	0	0	0	687104	52557	2338	8.646203636441411	17112389.0	16883358.0	98.66	229031.0	1.34	SRX6845143_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17112389.0	0.0	20-50	59.0	8.70327758511452	49.675038651821204	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	17115048	3917134	17115048	855752400	513864	850069914	0.6640338957857437	0.0116	0.9269	0.0615		
SRX6845144	14686691	1488482	12359646	194139	0	0	0	0	0	0	0	0	0	591360	50757	2307	10.134903771040053	14686691.0	14492552.0	98.68	194139.0	1.32	SRX6845144_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14686691.0	0.0	20-50	59.0	9.79103414805457	49.67830010177242	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14689354	3339105	14689354	734467700	447496	729618526	0.6602297146627414	0.0096	0.9193	0.0711		
SRX6845145	14059046	1840746	10218603	293940	0	0	0	0	0	0	0	0	0	1630203	72202	3352	13.092965198349875	14059046.0	13765106.0	97.91	293940.0	2.09	SRX6845145_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14059046.0	0.0	20-50	60.0	12.441137554312046	49.682166698935326	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14061389	3184008	14061389	703069450	434729	698494191	0.6507549147527317	0.0333	0.8558	0.1109		
SRX6845146	13442614	1944144	9623632	133356	0	0	0	0	0	0	0	0	0	1662018	76308	3156	14.462544264084348	13442614.0	13309258.0	99.01	133356.0	0.99	SRX6845146_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13442614.0	0.0	20-50	60.0	12.376357598729895	49.68471771933643	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13444130	3075060	13444130	672206500	290449	667899213	0.6407684245838147	0.0331	0.8471	0.1198		
SRX6845147	14112850	1373483	11738302	185716	0	0	0	0	0	0	0	0	0	770597	43061	1691	9.732144818374744	14112850.0	13927134.0	98.68	185716.0	1.32	SRX6845147_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14112850.0	0.0	20-50	59.0	9.124046748070258	49.673890461529744	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14115453	3257953	14115453	705772650	457264	701051683	0.66890761493804	0.0128	0.9154	0.0718		
SRX6845148	15325407	910723	13884711	187767	0	0	0	0	0	0	0	0	0	312749	28098	1359	5.942569747087304	15325407.0	15137640.0	98.77	187767.0	1.23	SRX6845148_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15325407.0	0.0	20-50	59.0	6.726152334399238	49.686305296818546	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	15328910	3386510	15328910	766445500	507037	761475224	0.6484839430853204	0.0052	0.9575	0.0373		
SRX6845149	14837662	1637452	11550513	225913	0	0	0	0	0	0	0	0	0	1356408	63687	3689	11.035781782871185	14837662.0	14611749.0	98.48	225913.0	1.52	SRX6845149_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14837662.0	0.0	20-50	59.0	10.557716633710973	49.67585027883773	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14842121	3405394	14842121	742106050	517183	737090537	0.6758485529123499	0.0283	0.8778	0.0938		
SRX6845150	14964212	1905329	11412647	273466	0	0	0	0	0	0	0	0	0	1301588	67347	3835	12.732571551378715	14964212.0	14690746.0	98.17	273466.0	1.83	SRX6845150_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14964212.0	0.0	20-50	60.0	11.86315820004888	49.67565996792882	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14968791	3425752	14968791	748439550	536430	743373656	0.6768608099344829	0.0274	0.8728	0.0998		
SRX6845151	16370328	1380832	14170452	217065	0	0	0	0	0	0	0	0	0	553276	46648	2055	8.434968438017856	16370328.0	16153263.0	98.67	217065.0	1.33	SRX6845151_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16370328.0	0.0	20-50	59.0	8.39012519241078	49.67496191890597	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16374448	3787728	16374448	818722400	563610	813213241	0.6728970649880839	0.0078	0.9342	0.0581		
SRX6845152	17381512	2652015	13590433	249391	0	0	0	0	0	0	0	0	0	805276	80810	3587	15.257677237745485	17381512.0	17132121.0	98.57	249391.0	1.43	SRX6845152_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17381512.0	0.0	20-50	60.0	11.895639944911576	49.65014021795112	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	17386366	4173720	17386366	869318300	596396	863014604	0.7251309445573618	0.0124	0.8859	0.1017		
SRX6853283	23158332	15037577	93255	1270538	0	0	0	0	935009	0	0	0	0	4534521	1186929	100503	64.93376552335461	23158332.0	21887794.0	94.51	1270538.0	5.49	SRX6853283_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23158332.0	0.0	20-151	65.0	21.701020429205798	150.3470078069526	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	23164829	5424071	23164829	3497889179	3267155	3479020004	0.5394446202951017			0.5023	0.0873	0.4104
SRX6853284	11767267	7922876	46536	724345	0	0	0	0	262444	0	0	0	0	2139115	624061	47890	67.32978864166165	11767267.0	11042922.0	93.84	724345.0	6.16	SRX6853284_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11767267.0	0.0	20-151	64.0	34.041243021139586	150.1541399545026	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	11773251	2741904	11773251	1777760901	859407	1768461930	0.523072084371373			0.4934	0.077	0.4296
SRX6853285	12973227	9029491	30554	644720	0	0	0	0	211374	0	0	0	0	2298417	711978	46693	69.60096358446515	12973227.0	12328507.0	95.03	644720.0	4.97	SRX6853285_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12973227.0	0.0	20-151	64.0	31.98390758604103	150.1150423869096	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	12976528	3186754	12976528	1959455728	1818013	1947027735	0.6342574023188138			0.4956	0.0709	0.4335
SRX6853286	13214655	9073423	65708	859912	0	0	0	0	264902	0	0	0	0	2244774	657290	48646	68.66182280203304	13214655.0	12354743.0	93.49	859912.0	6.51	SRX6853286_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13214655.0	0.0	20-151	64.0	28.09799644543489	150.16858154828859	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13221732	3219548	13221732	1996481532	2552235	1982647512	0.6929200084381246			0.5019	0.0725	0.4257
SRX6853287	14030662	9568744	48684	818074	0	0	0	0	293000	0	0	0	0	2515963	728902	57295	68.19880630008764	14030662.0	13212588.0	94.17	818074.0	5.83	SRX6853287_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14030662.0	0.0	20-151	64.0	28.13030001389824	150.33296055453403	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14035740	3329941	14035740	2119396740	2338897	2107300343	0.5707471740283983			0.5023	0.0766	0.4211
SRX6853288	15606549	10995771	27272	753950	0	0	0	0	228796	0	0	0	0	2682721	864612	53427	70.45613351164309	15606549.0	14852599.0	95.17	753950.0	4.83	SRX6853288_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15606549.0	0.0	20-151	64.0	25.794555102687458	150.10238951609355	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	15611803	3924610	15611803	2357382253	2196131	2340782157	0.7041749796357698			0.5009	0.0703	0.4287
SRX6889333	20843025	3628234	12331120	339092	0	0	0	0	0	0	0	0	0	4352424	187129	5026	17.407425265766367	20843025.0	20503933.0	98.37	339092.0	1.63	SRX6889333_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20843025.0	0.0	20-100	60.0	11.646013473713213	97.92626127925291	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	21015494	6352279	21015494	2101549400	802066	2045656742	2.6595928699082685	0.0183	0.7096	0.2721		
SRX6889334	19154406	1850615	15322802	248799	0	0	0	0	0	0	0	0	0	1644609	85721	1860	9.661562984516461	19154406.0	18905607.0	98.7	248799.0	1.3	SRX6889334_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19154406.0	0.0	20-100	58.0	7.35939691598204	96.88377358191113	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	19544560	6967842	19544560	1954456000	716870	1860380089	4.813406441485508	0.0091	0.8715	0.1194		
SRX6889335	20201265	2725586	14993668	285153	0	0	0	0	0	0	0	0	0	2065270	128149	3439	13.492155070486922	20201265.0	19916112.0	98.59	285153.0	1.41	SRX6889335_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20201265.0	0.0	20-100	59.0	10.319161529409774	97.19206089321634	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	20492162	6589399	20492162	2049216200	1096018	1968002902	3.9631395652640267	0.0187	0.8369	0.1444		
SRX6889336	18931173	2307159	14442225	190237	0	0	0	0	0	0	0	0	0	1859972	128849	2731	12.187089516323153	18931173.0	18740936.0	99.0	190237.0	1.0	SRX6889336_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18931173.0	0.0	20-100	59.0	9.09170830583384	98.19919346783213	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	19241374	5466183	19241374	1924137400	719310	1862980403	3.1784111155471537	0.0139	0.8483	0.1379		
SRX6889337	16304231	2843559	10898263	230562	0	0	0	0	0	0	0	0	0	2170317	157767	3763	17.440620167857045	16304231.0	16073669.0	98.59	230562.0	1.41	SRX6889337_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16304231.0	0.0	20-100	59.0	13.216681665679287	97.83820641402836	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	16607506	5060994	16607506	1660750600	1363436	1598733002	3.734311340908141	0.0274	0.7879999999999999	0.1846		
SRX6889338	15753361	2098666	11667283	207643	0	0	0	0	0	0	0	0	0	1647647	129513	2609	13.322020615156346	15753361.0	15545718.0	98.68	207643.0	1.32	SRX6889338_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15753361.0	0.0	20-100	59.0	10.045208494035489	98.09129746979073	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	16045697	4686649	16045697	1604569700	626075	1548603812	3.4879063215515043	0.0153	0.8578	0.127		
SRX6923922	5417601	3896401	50389	411075	0	0	0	0	7220	0	0	0	0	820031	224075	8410	71.92115107775562	5417601.0	5006526.0	92.41	411075.0	7.59	SRX6923922_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5417601.0	0.0	20-32	63.0	40.618301352150155	27.73335153327091	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5945294	1299166	5945294	167619463	10318420	155517877	7.2196783019165265			0.4989	0.0872	0.4139
SRX6923923	7908254	5736138	51805	606778	0	0	0	0	10627	0	0	0	0	1154250	331220	17436	72.53355797626125	7908254.0	7301476.0	92.33	606778.0	7.67	SRX6923923_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7908254.0	0.0	18-32	62.0	40.12987235818913	27.478095164874567	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8420786	2136488	8420786	210519650	5804445	201667764	4.204778983814575			0.5095	0.0698	0.4208
SRX6923924	7399050	5016783	298940	400246	0	0	0	0	17766	0	0	0	0	1369392	281693	14230	67.80306931295233	7399050.0	6998804.0	94.59	400246.0	5.41	SRX6923924_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7399050.0	0.0	18-32	62.0	38.63202059919813	27.459248552178998	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7808232	3180954	7808232	219793380	9373205	206198836	6.185147159573232			0.4771	0.0839	0.439
SRX6923925	7504049	5098235	312486	375531	0	0	0	0	19093	0	0	0	0	1406074	283044	9586	67.93978823965567	7504049.0	7128518.0	95.0	375531.0	5.0	SRX6923925_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7504049.0	0.0	20-32	63.0	40.467131235545146	27.70934931261776	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	8052375	1862403	8052375	201309375	5309247	192925518	4.1646629721045025			0.4781	0.0852	0.4367
SRX6923936	36964045	5382511	25767373	2274000	0	0	0	0	430393	0	0	0	0	2606695	485895	17178	14.561477240924257	36964045.0	34690045.0	93.85	2274000.0	6.15	SRX6923936_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36964045.0	0.0	20-25	58.0	70.88040600104037	24.607061781252565	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass	41615799	10972129	41615799	1160008620	96907581	1041884181	10.183065622391668			0.3006	0.0518	0.6476
SRX6923937	45578072	6416519	31368426	3374653	0	0	0	0	591624	0	0	0	0	3214207	586490	26153	14.078083425731569	45578072.0	42203419.0	92.6	3374653.0	7.4	SRX6923937_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45578072.0	0.0	18-32	57.0	67.46724967646685	27.1639177278056	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	50216384	11956627	50216384	1255409600	38499299	1201688890	4.279138059801359			0.3424	0.0455	0.612
SRX6923938	21972600	3204510	15286606	1158856	0	0	0	0	317758	0	0	0	0	1677138	317439	10293	14.584118402009775	21972600.0	20813744.0	94.73	1158856.0	5.27	SRX6923938_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21972600.0	0.0	20-32	58.0	73.81372017583507	27.34542493833229	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	26364523	8637913	26364523	738336089	49412474	637340229	13.678846463646178			0.34600000000000003	0.0653	0.5887
SRX6923939	23778287	3274725	16623295	1230401	0	0	0	0	373608	0	0	0	0	1941614	323950	10694	13.771913006180807	23778287.0	22547886.0	94.83	1230401.0	5.17	SRX6923939_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23778287.0	0.0	20-32	58.0	73.98956811988974	27.319783212306252	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	29320909	9818373	29320909	733022725	20105270	641084553	12.542335846409127			0.2833	0.0667	0.65
SRX7054189	11773541	6003468	74395	898260	0	0	0	0	1834	0	0	0	0	4433556	346362	15666	50.99118438539434	11773541.0	10875281.0	92.37	898260.0	7.63	SRX7054189_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11773541.0	0.0	20-150	63.0	18.35529690159533	147.22975466769086	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	11775287	2406584	11775287	1766293050	2931522	1759370725	0.3919125991012647			0.518	0.0149	0.4671
SRX7054190	12170085	6770495	96535	1021521	0	0	0	0	3478	0	0	0	0	3855604	400767	21685	55.6322737269296	12170085.0	11148564.0	91.61	1021521.0	8.39	SRX7054190_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12170085.0	0.0	20-150	64.0	18.850397023268453	149.0127423925141	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	12171774	3234343	12171774	1825766100	26120023	1793891917	1.745797722939428			0.5403	0.0165	0.4432
SRX7054191	11229850	6284719	62220	875295	0	0	0	0	3728	0	0	0	0	3627276	355207	21405	55.96440736073946	11229850.0	10354555.0	92.21	875295.0	7.79	SRX7054191_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11229850.0	0.0	20-150	63.0	18.940855006062392	147.20276904856252	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	11231512	2996412	11231512	1684726800	20701704	1658545196	1.5540563609482558			0.5408	0.0157	0.4435
SRX7054192	10931206	7775238	7205	840623	0	0	0	0	7412	0	0	0	0	1800902	465868	33958	71.12882146764046	10931206.0	10090583.0	92.31	840623.0	7.69	SRX7054192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10931206.0	0.0	18-150	64.0	28.37073071502607	146.65812134543984	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10935189	4536036	10935189	1640278350	22010078	1610272673	1.8293039714875219			0.5281	0.0333	0.4385
